,HoldingCompanyName,HocoNum
51,"UpNet WI, LLC",370132
54,RT21.NET,380111
61,City of Chanute,230006
92,Hillcom Inc.,370048
101,"Anza Electric Cooperative, Inc.",380013
102,Consolidated Communications,130335
105,Verde Valley Internet,380139
142,Fireball Wireless LLC,380042
153,Rarity Solutions,380104
156,Iroute Inc.,360109
214,Net NV LLC,370073
262,"Technically Awesome, LLC",380129
267,"Southern Internet, Inc.",380119
281,Veopoint,380138
338,"WideOpenWest Finance, LLC",131480
362,"CresComm WIFI, LLC",150245
383,"Networx Technologies, LLC",380087
418,Fast Forward Broadband LLC,380040
420,CNSP Internet,360105
428,West River Telecommunications Coop,131465
478,Union City Energy Authority,370129
514,French Broad Electric Membership Corporation,380045
539,"Southern Network Services, L.L.C.",380120
557,FiberComm LC,190150
567,Pacific Independent Technology Alliance LLC,380097
575,"Andrena, Inc.",380012
584,Mountain Broadband Networks LLC,380083
591,North Alabama Electric Cooperative,380093
611,Fishers Island Telephone Corporation,170044
621,"South Central Tower Co, LLC",380118
622,Tuttle Development Authority,370128
626,Nex-Tech LLC,131141
632,"Adak Eagle Enterprise, LLC",130011
638,Liberty Broadband LLC,380069
657,SRTC,131162
674,Central Park Systems Corporation,370023
704,Linxus Internet,380071
716,HofNet,380054
739,KLW Communications Inc.,380066
745,South Arkansas Telephone Co.,131214
780,"Native American Telecom-Pine Ridge, LLC",250057
784,Paragould Light & Water Commission,380099
804,Brookings Municipal Utilities,130271
805,Johnco PTP LLC,380061
817,"WiFires Communications, LLC",380149
840,"Continental Divide Electric Cooperative, Inc.",370029
855,Ridgewood Holdings LLC DBA Net 3 isp,380107
862,TEcInfo,150323
866,"Gigabeam, LLC",380048
892,Softworx Inc.,370106
904,"HC Wireless, LLC",370044
910,"Community Internet Systems, Inc.",130326
944,"Grizzly Broadband, LLC",380051
996,"Varcomm Holdings, Inc.",131416
1006,MARSHALL COUNTY FIBER LLC,380075
1010,Jade communications LLC,130133
1020,Bradford Broadband LLC,380020
1024,Small Business Solutions Group LLC,320084
1033,Mille Lacs Energy Cooperative,380080
1036,TexaNet Partners LLC,370125
1050,NewarkNet,370075
1072,"Warp2, Inc.",370139
1075,W S Electronics LLC,380146
1087,Community Broadband Company,380030
1146,Oak Run Associates Ltd,130795
1158,Liberty Latin America,130741
1164,"Atlantech Online, Inc.",190508
1165,Gunby communications inc,250045
1174,"Egyptian Communication Services, Inc.",131226
1194,Gervais Telephone Co.,130539
1197,WiSpan Internet LLC,380150
1207,KGI Communications LLC,380065
1214,West Kentucky Rural Telephone Cooperative Corp. Inc.,130068
1251,"United Datacom Networks, Inc.",370130
1263,Craw Kan Telephone Cooperative Inc,130364
1282,MEL AeroFlight,380077
1284,"Mimbres Communications, LLC",380081
1286,"San Luis Valley Rural Electric Cooperative, Inc",370162
1301,JTN Communications,380063
1302,Hidden Valley Broadband,380053
1304,The Peoples State Bank,380132
1308,"JumpFiber, LLC",340088
1321,"Phoenix Broadband, LLC",380100
1323,432Seminole LLC,370003
1331,"KC Web, Inc.",380064
1333,Community Internet Providers LLC,380031
1341,Roanoke Electric Membership Corp.,380110
1344,MBS Holding,130795
1347,Falcon Internet,370038
1358,"Nuvisions Solutions, LLC",370079
1377,TCC Networks Inc.,370115
1379,BARC Electric Cooperative,380016
1420,Sho-Me Technologies,380113
1432,"RAA Data Services, Inc.",350078
1447,"Native Network, Inc.",370071
1456,awc llc,340009
1472,Bluestem Network LLC,370158
1485,Atlas Broadband,380157
1490,Spillway Communications Inc,380121
1496,Acadiana Wireless LLC,380003
1507,Vistabeam,130663
1536,KRAUS CABLE TV,130705
1544,5D Networks LLC,380002
1546,https://apps2.fcc.gov/form477/login.xhtml,300049
1558,"West Alabama TV Cable Co, Inc.",370150
1579,Mitec Solutions LLC,370163
1580,Crossroads WiFi,250025
1586,Data Truck LLC,160113
1592,Adept Internet Solutions LLP,350087
1593,"Extreme Broadband, Inc.",290048
1596,SiFiBE,370102
1599,"LightGig Communications, LLC",380070
1605,Eastern Band of Cherokee Indians C/O Cherokee Broadband Enterprise,290024
1613,Sureline Broadband LLC,380124
1615,Next-Level Technology Partners,380090
1617,Brolly Communications Inc,300024
1618,"Net Ops Communications, LLC",380167
1620,Snake River Solutions LLC,380117
1623,"Central Nevada AC-DC Electric, Inc.",370022
1628,Aurora Cable TV CO,380015
1629,"Ascent Broadband, LLC",380014
1631,Groot Internet,380052
1642,High Speed Idaho Internet,330085
1647,Aeron Wireless LLC,370007
1651,Madison Gigabit Internet,380073
1657,Pinnacle Telecom,230074
1663,"Ind. Co. Cable TV, Inc.",230021
1673,ETex Rural Broadband,370145
1675,"Isotech, Inc.",370062
1681,"Esparto Broadband, Inc.",380039
1697,"One Ring Networks, Inc.",360061
1698,Nextwave Wireless LLC,380091
1701,winet,380163
1703,blue ridge internet service company,380164
1707,"xBar7 Communications, LLC",380159
1708,fastnet,280072
1712,B.J. Ash,380161
1714,"Digital Example, LLC",280018
1720,"WHEELER BROTHERS GRAIN CO., INC",380148
1723,Genesis Technology Communications LLC,380047
1730,"Honeyberry Hill Consulting, LLC",380055
1731,"Network Tool and Die Company, Inc.",380086
1736,"Next, powered by NAEC, LLC",380089
1742,Unggoy Broadband,360093
1765,"Mike Gunther Industries, Inc",380079
1771,"JORP, LLC",380062
1775,"Pavlov Media, Inc.",210061
1778,Blossom Telephone Co.,130141
1794,Jackson County REMC,380059
1798,Cobalt Ridge LLC,380028
1837,"Rural Texas Broadband, Inc.",300004
1849,GigaLinx Communications LLC.,380049
1851,Fibre Alaska,330010
1852,WON Communications,340084
1854,"Lake Country Internet, LLC",380162
1863,"Rising Wireless, Inc.",380109
1868,Echo Broadband LLC,370034
1870,Midwest Connections,380078
1877,Mountain iNet,370157
1879,Palomar Broadband,380098
1886,"Seaport Capital/Countrywide Broadband, LLC",380112
1888,"CableSouth Media III, LLC",370020
1895,"AT&T, Inc.",130077
1902,"LightGig Communications, LLC",290092
1903,"Stratos Networks, LLC",380166
1907,"Spectrotel, Inc.",131235
1913,ENCO Electronic System LLC,380038
1918,Freund Enterprises Inc.,380155
1920,Greenfield Community Energy & Technology,360111
1923,"Consolidated Electric Cooperative, Inc.",380034
1924,BTWI LLC,370019
1932,"TeleGuam Holdings, Inc.",131309
1934,"Ayera Technologies, Inc.",380158
1936,AMG Technology Investment Group LLC,290010
1938,"On-Ramp Indiana, Inc.",380095
